title,sort_option,imdb_id,category,listOrder
Academy Award for Best Original Screenplay,Release Date (Descending),tt0066206,Academy Awards,29
Academy Award for Best Original Screenplay,Release Date (Descending),tt0064115,Academy Awards,28
Academy Award for Best Original Screenplay,Release Date (Descending),tt0063462,Academy Awards,27
Academy Award for Best Original Screenplay,Release Date (Descending),tt0061735,Academy Awards,26
Academy Award for Best Original Screenplay,Release Date (Descending),tt0061138,Academy Awards,25
Academy Award for Best Original Screenplay,Release Date (Descending),tt0059084,Academy Awards,24
Academy Award for Best Original Screenplay,Release Date (Descending),tt0058092,Academy Awards,23
Academy Award for Best Original Screenplay,Release Date (Descending),tt0056085,Academy Awards,22
Academy Award for Best Original Screenplay,Release Date (Descending),tt0055913,Academy Awards,21
Academy Award for Best Original Screenplay,Release Date (Descending),tt0055471,Academy Awards,20
Academy Award for Best Original Screenplay,Release Date (Descending),tt0053172,Academy Awards,19
Academy Award for Best Original Screenplay,Release Date (Descending),tt0051525,Academy Awards,18
Academy Award for Best Original Screenplay,Release Date (Descending),tt0050306,Academy Awards,17
Academy Award for Best Original Screenplay,Release Date (Descending),tt0048210,Academy Awards,16
Academy Award for Best Original Screenplay,Release Date (Descending),tt0047296,Academy Awards,15
Academy Award for Best Original Screenplay,Release Date (Descending),tt0046435,Academy Awards,14
Academy Award for Best Original Screenplay,Release Date (Descending),tt0044829,Academy Awards,13
Academy Award for Best Original Screenplay,Release Date (Descending),tt0043278,Academy Awards,12
Academy Award for Best Original Screenplay,Release Date (Descending),tt0043014,Academy Awards,11
Academy Award for Best Original Screenplay,Release Date (Descending),tt0041163,Academy Awards,10
Academy Award for Best Original Screenplay,Release Date (Descending),tt0040897,Academy Awards,9
Academy Award for Best Original Screenplay,Release Date (Descending),tt0039169,Academy Awards,8
Academy Award for Best Original Screenplay,Release Date (Descending),tt0038924,Academy Awards,7
Academy Award for Best Original Screenplay,Release Date (Descending),tt0037899,Academy Awards,6
Academy Award for Best Original Screenplay,Release Date (Descending),tt0037465,Academy Awards,5
Academy Award for Best Original Screenplay,Release Date (Descending),tt0036277,Academy Awards,4
Academy Award for Best Original Screenplay,Release Date (Descending),tt0035567,Academy Awards,3
Academy Award for Best Original Screenplay,Release Date (Descending),tt0033467,Academy Awards,2
Academy Award for Best Original Screenplay,Release Date (Descending),tt0032554,Academy Awards,1
Movies to Watch on Halloween,Popularity,tt0107688,Seasonal,1
Movies to Watch on Halloween,Popularity,tt1142977,Seasonal,2
Movies to Watch on Halloween,Popularity,tt0837562,Seasonal,3
Movies to Watch on Halloween,Popularity,tt2510894,Seasonal,4
Movies to Watch on Halloween,Popularity,tt0162661,Seasonal,5
Movies to Watch on Halloween,Popularity,tt1051904,Seasonal,6
Movies to Watch on Halloween,Popularity,tt0100944,Seasonal,7
Movies to Watch on Halloween,Popularity,tt0101272,Seasonal,8
Movies to Watch on Halloween,Popularity,tt0112642,Seasonal,9
Movies to Watch on Halloween,Popularity,tt6644200,Seasonal,10
Movies to Watch on Halloween,Popularity,tt0077651,Seasonal,11
Movies to Watch on Halloween,Popularity,tt0082418,Seasonal,12
Movies to Watch on Halloween,Popularity,tt0087298,Seasonal,13
Movies to Watch on Halloween,Popularity,tt5052448,Seasonal,14
Movies to Watch on Halloween,Popularity,tt0365748,Seasonal,15
Movies to Watch on Halloween,Popularity,tt0298130,Seasonal,16
Movies to Watch on Halloween,Popularity,tt0185937,Seasonal,17
Movies to Watch on Halloween,Popularity,tt0054215,Seasonal,18
Movies to Watch on Halloween,Popularity,tt0081505,Seasonal,19
Movies to Watch on Halloween,Popularity,tt0094721,Seasonal,20
Movies to Watch on Halloween,Popularity,tt0107120,Seasonal,21
Movies to Watch on Halloween,Popularity,tt0117571,Seasonal,22
Movies to Watch on Halloween,Popularity,tt0121164,Seasonal,23
Movies to Watch on Halloween,Popularity,tt1396484,Seasonal,24
Movies to Watch on Halloween,Popularity,tt0327597,Seasonal,25
Movies to Watch on Halloween,Popularity,tt0104070,Seasonal,26
Movies to Watch on Halloween,Popularity,tt0116365,Seasonal,27
Movies to Watch on Halloween,Popularity,tt1623288,Seasonal,28
Movies to Watch on Halloween,Popularity,tt0082010,Seasonal,29
Movies to Watch on Halloween,Popularity,tt0089908,Seasonal,30
Movies to Watch on Halloween,Popularity,tt0312004,Seasonal,31
Movies to Watch on Halloween,Popularity,tt0083866,Seasonal,32
Movies to Watch on Halloween,Popularity,tt0091369,Seasonal,33
Movies to Watch on Halloween,Popularity,tt0091419,Seasonal,34
Movies to Watch on Halloween,Popularity,tt0087332,Seasonal,35
Movies to Watch on Halloween,Popularity,tt0787474,Seasonal,36
Movies to Watch on Halloween,Popularity,tt0084516,Seasonal,37
Movies to Watch on Halloween,Popularity,tt22687790,Seasonal,38
Movies to Watch on Halloween,Popularity,tt0093177,Seasonal,39
Movies to Watch on Halloween,Popularity,tt0115963,Seasonal,40
Movies to Watch on Halloween,Popularity,tt1695843,Seasonal,41
Movies to Watch on Halloween,Popularity,tt0338094,Seasonal,42
Movies to Watch on Halloween,Popularity,tt14602326,Seasonal,43
Movies to Watch on Halloween,Popularity,tt0093560,Seasonal,44
Movies to Watch on Halloween,Popularity,tt0100814,Seasonal,45
Movies to Watch on Halloween,Popularity,tt0385880,Seasonal,46
Movies to Watch on Halloween,Popularity,tt0267913,Seasonal,47
Movies to Watch on Halloween,Popularity,tt0192255,Seasonal,48
Movies to Watch at Christmas,Popularity,tt0038650,Seasonal,1
Movies to Watch at Christmas,Popularity,tt0095016,Seasonal,2
Movies to Watch at Christmas,Popularity,tt1067106,Seasonal,3
Movies to Watch at Christmas,Popularity,tt0087056,Seasonal,4
Movies to Watch at Christmas,Popularity,tt0104940,Seasonal,5
Movies to Watch at Christmas,Popularity,tt0087363,Seasonal,6
Movies to Watch at Christmas,Popularity,tt0099785,Seasonal,7
Movies to Watch at Christmas,Popularity,tt0104431,Seasonal,8
Movies to Watch at Christmas,Popularity,tt0097958,Seasonal,9
Movies to Watch at Christmas,Popularity,tt0039628,Seasonal,10
Movies to Watch at Christmas,Popularity,tt0319343,Seasonal,11
Movies to Watch at Christmas,Popularity,tt0307987,Seasonal,12
Movies to Watch at Christmas,Popularity,tt0099487,Seasonal,13
Movies to Watch at Christmas,Popularity,tt0096061,Seasonal,14
Movies to Watch at Christmas,Popularity,tt0111070,Seasonal,15
Movies to Watch at Christmas,Popularity,tt0086465,Seasonal,16
Movies to Watch at Christmas,Popularity,tt0424205,Seasonal,17
Movies to Watch at Christmas,Popularity,tt0107688,Seasonal,18
Movies to Watch at Christmas,Popularity,tt8522006,Seasonal,19
Movies to Watch at Christmas,Popularity,tt0037595,Seasonal,20
Movies to Watch at Christmas,Popularity,tt0033045,Seasonal,21
Movies to Watch at Christmas,Popularity,tt0314331,Seasonal,22
Movies to Watch at Christmas,Popularity,tt12003946,Seasonal,23
Movies to Watch at Christmas,Popularity,tt0338348,Seasonal,24
Movies to Watch at Christmas,Popularity,tt14849194,Seasonal,25
Movies to Watch at Christmas,Popularity,tt0085334,Seasonal,26
Movies to Watch at Christmas,Popularity,tt2990140,Seasonal,27
Movies to Watch at Christmas,Popularity,tt3530002,Seasonal,28
Movies to Watch at Christmas,Popularity,tt0103776,Seasonal,29
Movies to Watch at Christmas,Popularity,tt8623904,Seasonal,30
Movies to Watch at Christmas,Popularity,tt3850590,Seasonal,31
Movies to Watch at Christmas,Popularity,tt1430607,Seasonal,32
Movies to Watch at Christmas,Popularity,tt21328106,Seasonal,33
Movies to Watch at Christmas,Popularity,tt0116705,Seasonal,34
Movies to Watch at Christmas,Popularity,tt0252028,Seasonal,35
Movies to Watch at Christmas,Popularity,tt0047673,Seasonal,36
Movies to Watch at Christmas,Popularity,tt0457939,Seasonal,37
Movies to Watch at Christmas,Popularity,tt5097410,Seasonal,38
Movies to Watch at Christmas,Popularity,tt4729430,Seasonal,39
Movies to Watch at Christmas,Popularity,tt0170016,Seasonal,40
Movies to Watch at Christmas,Popularity,tt2709692,Seasonal,41
Movies to Watch at Christmas,Popularity,tt0060345,Seasonal,42
Movies to Watch at Christmas,Popularity,tt0155753,Seasonal,43
Movies to Watch at Christmas,Popularity,tt0120663,Seasonal,44
Movies to Watch at Christmas,Popularity,tt6433880,Seasonal,45
Movies to Watch at Christmas,Popularity,tt3281548,Seasonal,46
Movies to Watch at Christmas,Popularity,tt0037059,Seasonal,47
Movies to Watch at Christmas,Popularity,tt10999120,Seasonal,48
Mood Boosters,Popularity,tt0454921,Moods,1
Mood Boosters,Popularity,tt0211915,Moods,2
Mood Boosters,Popularity,tt0109830,Moods,3
Mood Boosters,Popularity,tt1675434,Moods,4
Mood Boosters,Popularity,tt0449059,Moods,5
Mood Boosters,Popularity,tt2278388,Moods,6
Mood Boosters,Popularity,tt0332379,Moods,7
Mood Boosters,Popularity,tt1049413,Moods,8
Mood Boosters,Popularity,tt4468740,Moods,9
Mood Boosters,Popularity,tt3783958,Moods,10
Mood Boosters,Popularity,tt0249462,Moods,11
Mood Boosters,Popularity,tt0359950,Moods,12
Mood Boosters,Popularity,tt3544112,Moods,13
Mood Boosters,Popularity,tt2883512,Moods,14
Mood Boosters,Popularity,tt2980648,Moods,15
Mood Boosters,Popularity,tt1135503,Moods,16
Mood Boosters,Popularity,tt0461770,Moods,17
Mood Boosters,Popularity,tt0093779,Moods,18
Mood Boosters,Popularity,tt0795421,Moods,19
Mood Boosters,Popularity,tt4698684,Moods,20
Dark and Gritty,Popularity,tt0114369,Moods,1
Dark and Gritty,Popularity,tt1392214,Moods,2
Dark and Gritty,Popularity,tt2267998,Moods,3
Dark and Gritty,Popularity,tt0443706,Moods,4
Dark and Gritty,Popularity,tt2872718,Moods,5
Dark and Gritty,Popularity,tt1568346,Moods,6
Dark and Gritty,Popularity,tt1132620,Moods,7
Dark and Gritty,Popularity,tt0364569,Moods,8
Dark and Gritty,Popularity,tt0780504,Moods,9
Dark and Gritty,Popularity,tt0477348,Moods,10
Dark and Gritty,Popularity,tt0327056,Moods,11
Dark and Gritty,Popularity,tt0401792,Moods,12
Dark and Gritty,Popularity,tt0407887,Moods,13
Dark and Gritty,Popularity,tt3397884,Moods,14
Dark and Gritty,Popularity,tt0113277,Moods,15
Dark and Gritty,Popularity,tt0209144,Moods,16
Dark and Gritty,Popularity,tt0083658,Moods,17
Dark and Gritty,Popularity,tt1856101,Moods,18
Dark and Gritty,Popularity,tt0102926,Moods,19
Inspiring Movies,Popularity,tt0111161,Moods,1
Inspiring Movies,Popularity,tt0268978,Moods,2
Inspiring Movies,Popularity,tt0097165,Moods,3
Inspiring Movies,Popularity,tt1010048,Moods,4
Inspiring Movies,Popularity,tt0075148,Moods,5
Inspiring Movies,Popularity,tt0119217,Moods,6
Inspiring Movies,Popularity,tt0195685,Moods,7
Inspiring Movies,Popularity,tt0210945,Moods,8
Inspiring Movies,Popularity,tt0878804,Moods,9
Inspiring Movies,Popularity,tt2980516,Moods,10
Inspiring Movies,Popularity,tt1057500,Moods,11
Inspiring Movies,Popularity,tt0253474,Moods,12
Inspiring Movies,Popularity,tt0454876,Moods,13
Inspiring Movies,Popularity,tt0129290,Moods,14
Inspiring Movies,Popularity,tt0120689,Moods,15
Inspiring Movies,Popularity,tt1542344,Moods,16
Inspiring Movies,Popularity,tt0416212,Moods,17
Inspiring Movies,Popularity,tt0132477,Moods,18
Inspiring Movies,Popularity,tt1596346,Moods,19
Inspiring Movies,Popularity,tt0120731,Moods,20
Tear Jerkers,Popularity,tt2582846,Moods,1
Tear Jerkers,Popularity,tt0822832,Moods,2
Tear Jerkers,Popularity,tt0102492,Moods,3
Tear Jerkers,Popularity,tt0281358,Moods,4
Tear Jerkers,Popularity,tt0120338,Moods,5
Tear Jerkers,Popularity,tt0332280,Moods,6
Tear Jerkers,Popularity,tt0203009,Moods,7
Tear Jerkers,Popularity,tt1028532,Moods,8
Tear Jerkers,Popularity,tt1120985,Moods,9
Tear Jerkers,Popularity,tt0405159,Moods,10
Tear Jerkers,Popularity,tt4034228,Moods,11
Tear Jerkers,Popularity,tt0095327,Moods,12
Tear Jerkers,Popularity,tt2380307,Moods,13
Tear Jerkers,Popularity,tt0454921,Moods,14
Tear Jerkers,Popularity,tt3741834,Moods,15
Tear Jerkers,Popularity,tt0120689,Moods,16
Tear Jerkers,Popularity,tt0398808,Moods,17
Tear Jerkers,Popularity,tt0086425,Moods,18
Tear Jerkers,Popularity,tt1049413,Moods,19
Mind Benders,Popularity,tt1375666,Moods,1
Mind Benders,Popularity,tt0133093,Moods,2
Mind Benders,Popularity,tt0209144,Moods,3
Mind Benders,Popularity,tt6723592,Moods,4
Mind Benders,Popularity,tt0338013,Moods,5
Mind Benders,Popularity,tt0246578,Moods,6
Mind Benders,Popularity,tt0137523,Moods,7
Mind Benders,Popularity,tt0816692,Moods,8
Mind Benders,Popularity,tt2397535,Moods,9
Mind Benders,Popularity,tt0482571,Moods,10
Mind Benders,Popularity,tt1130884,Moods,11
Mind Benders,Popularity,tt0390384,Moods,12
Mind Benders,Popularity,tt2866360,Moods,13
Mind Benders,Popularity,tt0166924,Moods,14
Mind Benders,Popularity,tt0120382,Moods,15
Mind Benders,Popularity,tt1856101,Moods,16
Mind Benders,Popularity,tt0062622,Moods,17
Mind Benders,Popularity,tt2543164,Moods,18
Mind Benders,Popularity,tt0167404,Moods,19
Mind Benders,Popularity,tt1371111,Moods,20
Mind Benders,Popularity,tt0259711,Moods,21
