list_title,sort_option,imdb_id,tmdb_id,movie_title,release_date,category,listOrder
Academy Award for Best Costume Design,Release Date (Descending),tt0106226,10436,The Age of Innocence,1993-09-10,Academy Awards,63
Academy Award for Best Costume Design,Release Date (Descending),tt0103874,6114,Bram Stoker's Dracula,1992-11-13,Academy Awards,62
Academy Award for Best Costume Design,Release Date (Descending),tt0101516,10337,Bugsy,1991-12-10,Academy Awards,61
Academy Award for Best Costume Design,Release Date (Descending),tt0099334,11673,Cyrano de Bergerac,1990-03-28,Academy Awards,60
Academy Award for Best Costume Design,Release Date (Descending),tt0097499,10705,Henry V,1989-10-05,Academy Awards,59
Academy Award for Best Costume Design,Release Date (Descending),tt0094947,859,Dangerous Liaisons,1988-12-21,Academy Awards,58
Academy Award for Best Costume Design,Release Date (Descending),tt0093389,746,The Last Emperor,1987-10-04,Academy Awards,57
Academy Award for Best Costume Design,Release Date (Descending),tt0091867,11257,A Room with a View,1986-03-07,Academy Awards,56
Academy Award for Best Costume Design,Release Date (Descending),tt0089881,11645,Ran,1985-06-01,Academy Awards,55
Academy Award for Best Costume Design,Release Date (Descending),tt0086879,279,Amadeus,1984-09-19,Academy Awards,54
Academy Award for Best Costume Design,Release Date (Descending),tt0083922,5961,Fanny and Alexander,1982-12-17,Academy Awards,53
Academy Award for Best Costume Design,Release Date (Descending),tt0083987,783,Gandhi,1982-12-01,Academy Awards,52
Academy Award for Best Costume Design,Release Date (Descending),tt0082158,9443,Chariots of Fire,1981-05-15,Academy Awards,51
Academy Award for Best Costume Design,Release Date (Descending),tt0080009,11121,Tess,1979-10-06,Academy Awards,50
Academy Award for Best Costume Design,Release Date (Descending),tt0078754,16858,All That Jazz,1979-12-16,Academy Awards,49
Academy Award for Best Costume Design,Release Date (Descending),tt0077413,4192,Death on the Nile,1978-09-29,Academy Awards,48
Academy Award for Best Costume Design,Release Date (Descending),tt0076759,11,Star Wars,1977-05-25,Academy Awards,47
Academy Award for Best Costume Design,Release Date (Descending),tt0074291,42236,Fellini's Casanova,1976-12-10,Academy Awards,46
Academy Award for Best Costume Design,Release Date (Descending),tt0072684,3175,Barry Lyndon,1975-12-18,Academy Awards,45
Academy Award for Best Costume Design,Release Date (Descending),tt0071577,11034,The Great Gatsby,1974-03-27,Academy Awards,44
Academy Award for Best Costume Design,Release Date (Descending),tt0070735,9277,The Sting,1973-12-25,Academy Awards,43
Academy Award for Best Costume Design,Release Date (Descending),tt0069404,5183,Travels with My Aunt,1972-12-17,Academy Awards,42
Academy Award for Best Costume Design,Release Date (Descending),tt0067483,38646,Nicholas and Alexandra,1971-11-29,Academy Awards,41
Academy Award for Best Costume Design,Release Date (Descending),tt0065593,31675,Cromwell,1970-08-14,Academy Awards,40
Academy Award for Best Costume Design,Release Date (Descending),tt0064030,22522,Anne of the Thousand Days,1969-12-18,Academy Awards,39
Academy Award for Best Costume Design,Release Date (Descending),tt0063518,6003,Romeo and Juliet,1968-04-02,Academy Awards,38
Academy Award for Best Costume Design,Release Date (Descending),tt0061439,18978,Camelot,1967-10-25,Academy Awards,37
Academy Award for Best Costume Design,Release Date (Descending),tt0061184,396,Who's Afraid of Virginia Woolf?,1966-06-22,Academy Awards,36
Academy Award for Best Costume Design,Release Date (Descending),tt0060665,874,A Man for All Seasons,1966-12-13,Academy Awards,35
Academy Award for Best Costume Design,Release Date (Descending),tt0059084,24134,Darling,1965-08-03,Academy Awards,34
Academy Award for Best Costume Design,Release Date (Descending),tt0059113,907,Doctor Zhivago,1965-12-22,Academy Awards,33
Academy Award for Best Costume Design,Release Date (Descending),tt0058404,14703,The Night of the Iguana,1964-08-06,Academy Awards,32
Academy Award for Best Costume Design,Release Date (Descending),tt0058385,11113,My Fair Lady,1964-10-21,Academy Awards,31
Academy Award for Best Costume Design,Release Date (Descending),tt0056801,422,8½,1963-02-14,Academy Awards,30
Academy Award for Best Costume Design,Release Date (Descending),tt0056937,8095,Cleopatra,1963-06-12,Academy Awards,29
Academy Award for Best Costume Design,Release Date (Descending),tt0056687,10242,What Ever Happened to Baby Jane?,1962-10-31,Academy Awards,28
Academy Award for Best Costume Design,Release Date (Descending),tt0056700,28367,The Wonderful World of the Brothers Grimm,1962-08-07,Academy Awards,27
Academy Award for Best Costume Design,Release Date (Descending),tt0053779,439,La Dolce Vita,1960-02-05,Academy Awards,26
Academy Award for Best Costume Design,Release Date (Descending),tt0055614,1725,West Side Story,1961-12-13,Academy Awards,25
Academy Award for Best Costume Design,Release Date (Descending),tt0053810,39219,The Facts of Life,1960-11-14,Academy Awards,24
Academy Award for Best Costume Design,Release Date (Descending),tt0054331,967,Spartacus,1960-10-13,Academy Awards,23
Academy Award for Best Costume Design,Release Date (Descending),tt0053291,239,Some Like It Hot,1959-03-19,Academy Awards,22
Academy Award for Best Costume Design,Release Date (Descending),tt0052618,665,Ben-Hur,1959-11-18,Academy Awards,21
Academy Award for Best Costume Design,Release Date (Descending),tt0051658,17281,Gigi,1958-05-15,Academy Awards,20
Academy Award for Best Costume Design,Release Date (Descending),tt0050631,43232,Les Girls,1957-10-03,Academy Awards,19
Academy Award for Best Costume Design,Release Date (Descending),tt0049777,78331,The Solid Gold Cadillac,1956-08-22,Academy Awards,18
Academy Award for Best Costume Design,Release Date (Descending),tt0049408,16520,The King and I,1956-06-29,Academy Awards,17
Academy Award for Best Costume Design,Release Date (Descending),tt0048191,28575,I'll Cry Tomorrow,1955-12-25,Academy Awards,16
Academy Award for Best Costume Design,Release Date (Descending),tt0048316,53879,Love Is a Many-Splendored Thing,1955-08-18,Academy Awards,15
Academy Award for Best Costume Design,Release Date (Descending),tt0047437,6620,Sabrina,1954-09-10,Academy Awards,14
Academy Award for Best Costume Design,Release Date (Descending),tt0045935,43349,Gate of Hell,1953-10-30,Academy Awards,13
Academy Award for Best Costume Design,Release Date (Descending),tt0046250,804,Roman Holiday,1953-08-26,Academy Awards,12
Academy Award for Best Costume Design,Release Date (Descending),tt0046247,29912,The Robe,1953-09-16,Academy Awards,11
Academy Award for Best Costume Design,Release Date (Descending),tt0044391,32499,The Bad and the Beautiful,1952-12-25,Academy Awards,10
Academy Award for Best Costume Design,Release Date (Descending),tt0044926,10910,Moulin Rouge,1952-12-23,Academy Awards,9
Academy Award for Best Costume Design,Release Date (Descending),tt0043924,25673,A Place in the Sun,1951-06-12,Academy Awards,8
Academy Award for Best Costume Design,Release Date (Descending),tt0043278,2769,An American in Paris,1951-09-26,Academy Awards,7
Academy Award for Best Costume Design,Release Date (Descending),tt0042192,705,All About Eve,1950-11-09,Academy Awards,6
Academy Award for Best Costume Design,Release Date (Descending),tt0041838,29993,Samson and Delilah,1949-12-21,Academy Awards,5
Academy Award for Best Costume Design,Release Date (Descending),tt0041452,28571,The Heiress,1949-10-06,Academy Awards,4
Academy Award for Best Costume Design,Release Date (Descending),tt0040076,34233,Adventures of Don Juan,1948-12-24,Academy Awards,3
Academy Award for Best Costume Design,Release Date (Descending),tt0040416,23383,Hamlet,1948-12-10,Academy Awards,2
Academy Award for Best Costume Design,Release Date (Descending),tt0040491,43443,Joan of Arc,1948-12-22,Academy Awards,1
Academy Award for Best Original Screenplay,Release Date (Descending),tt17009710,915935,Anatomy of a Fall,2023-08-23,Academy Awards,82
Academy Award for Best Original Screenplay,Release Date (Descending),tt6710474,545611,Everything Everywhere All at Once,2022-03-24,Academy Awards,81
Academy Award for Best Original Screenplay,Release Date (Descending),tt12789558,777270,Belfast,2021-11-12,Academy Awards,80
Academy Award for Best Original Screenplay,Release Date (Descending),tt9620292,582014,Promising Young Woman,2020-12-13,Academy Awards,79
Academy Award for Best Original Screenplay,Release Date (Descending),tt6751668,496243,Parasite,2019-05-30,Academy Awards,78
Academy Award for Best Original Screenplay,Release Date (Descending),tt6966692,490132,Green Book,2018-11-16,Academy Awards,77
Academy Award for Best Original Screenplay,Release Date (Descending),tt5052448,419430,Get Out,2017-02-24,Academy Awards,76
Academy Award for Best Original Screenplay,Release Date (Descending),tt4034228,334541,Manchester by the Sea,2016-11-18,Academy Awards,75
Academy Award for Best Original Screenplay,Release Date (Descending),tt1895587,314365,Spotlight,2015-11-06,Academy Awards,74
Academy Award for Best Original Screenplay,Release Date (Descending),tt2562232,194662,Birdman or (The Unexpected Virtue of Ignorance),2014-10-17,Academy Awards,73
Academy Award for Best Original Screenplay,Release Date (Descending),tt1798709,152601,Her,2013-12-18,Academy Awards,72
Academy Award for Best Original Screenplay,Release Date (Descending),tt1853728,68718,Django Unchained,2012-12-25,Academy Awards,71
Academy Award for Best Original Screenplay,Release Date (Descending),tt1605783,59436,Midnight in Paris,2011-05-11,Academy Awards,70
Academy Award for Best Original Screenplay,Release Date (Descending),tt1504320,45269,The King's Speech,2010-11-26,Academy Awards,69
Academy Award for Best Original Screenplay,Release Date (Descending),tt0887912,12162,The Hurt Locker,2008-10-10,Academy Awards,68
Academy Award for Best Original Screenplay,Release Date (Descending),tt1013753,10139,Milk,2008-11-05,Academy Awards,67
Academy Award for Best Original Screenplay,Release Date (Descending),tt0467406,7326,Juno,2007-12-05,Academy Awards,66
Academy Award for Best Original Screenplay,Release Date (Descending),tt0449059,773,Little Miss Sunshine,2006-07-26,Academy Awards,65
Academy Award for Best Original Screenplay,Release Date (Descending),tt0375679,1640,Crash,2005-05-06,Academy Awards,64
Academy Award for Best Original Screenplay,Release Date (Descending),tt0338013,38,Eternal Sunshine of the Spotless Mind,2004-03-19,Academy Awards,63
Academy Award for Best Original Screenplay,Release Date (Descending),tt0335266,153,Lost in Translation,2003-09-18,Academy Awards,62
Academy Award for Best Original Screenplay,Release Date (Descending),tt0287467,64,Talk to Her,2002-03-15,Academy Awards,61
Academy Award for Best Original Screenplay,Release Date (Descending),tt0280707,5279,Gosford Park,2001-11-07,Academy Awards,60
Academy Award for Best Original Screenplay,Release Date (Descending),tt0181875,786,Almost Famous,2000-09-15,Academy Awards,59
Academy Award for Best Original Screenplay,Release Date (Descending),tt0169547,14,American Beauty,1999-09-15,Academy Awards,58
Academy Award for Best Original Screenplay,Release Date (Descending),tt0138097,1934,Shakespeare in Love,1998-12-11,Academy Awards,57
Academy Award for Best Original Screenplay,Release Date (Descending),tt0119217,489,Good Will Hunting,1997-12-05,Academy Awards,56
Academy Award for Best Original Screenplay,Release Date (Descending),tt0116282,275,Fargo,1996-03-08,Academy Awards,55
Academy Award for Best Original Screenplay,Release Date (Descending),tt0114814,629,The Usual Suspects,1995-07-19,Academy Awards,54
Academy Award for Best Original Screenplay,Release Date (Descending),tt0110912,680,Pulp Fiction,1994-09-10,Academy Awards,53
Academy Award for Best Original Screenplay,Release Date (Descending),tt0107822,713,The Piano,1993-05-18,Academy Awards,52
Academy Award for Best Original Screenplay,Release Date (Descending),tt0104036,11386,The Crying Game,1992-09-02,Academy Awards,51
Academy Award for Best Original Screenplay,Release Date (Descending),tt0103074,1541,Thelma & Louise,1991-05-24,Academy Awards,50
Academy Award for Best Original Screenplay,Release Date (Descending),tt0099653,251,Ghost,1990-07-13,Academy Awards,49
Academy Award for Best Original Screenplay,Release Date (Descending),tt0097165,207,Dead Poets Society,1989-06-02,Academy Awards,48
Academy Award for Best Original Screenplay,Release Date (Descending),tt0095953,380,Rain Man,1988-12-12,Academy Awards,47
Academy Award for Best Original Screenplay,Release Date (Descending),tt0093565,2039,Moonstruck,1987-12-16,Academy Awards,46
Academy Award for Best Original Screenplay,Release Date (Descending),tt0091167,5143,Hannah and Her Sisters,1986-02-07,Academy Awards,45
Academy Award for Best Original Screenplay,Release Date (Descending),tt0090329,9281,Witness,1985-02-08,Academy Awards,44
Academy Award for Best Original Screenplay,Release Date (Descending),tt0087921,13681,Places in the Heart,1984-09-11,Academy Awards,43
Academy Award for Best Original Screenplay,Release Date (Descending),tt0086423,42121,Tender Mercies,1983-03-04,Academy Awards,42
Academy Award for Best Original Screenplay,Release Date (Descending),tt0083987,783,Gandhi,1982-12-01,Academy Awards,41
Academy Award for Best Original Screenplay,Release Date (Descending),tt0082158,9443,Chariots of Fire,1981-05-15,Academy Awards,40
Academy Award for Best Original Screenplay,Release Date (Descending),tt0081150,38772,Melvin and Howard,1980-09-19,Academy Awards,39
Academy Award for Best Original Screenplay,Release Date (Descending),tt0078902,20283,Breaking Away,1979-05-24,Academy Awards,38
Academy Award for Best Original Screenplay,Release Date (Descending),tt0077362,31657,Coming Home,1978-02-15,Academy Awards,37
Academy Award for Best Original Screenplay,Release Date (Descending),tt0075686,703,Annie Hall,1977-04-19,Academy Awards,36
Academy Award for Best Original Screenplay,Release Date (Descending),tt0074958,10774,Network,1976-11-14,Academy Awards,35
Academy Award for Best Original Screenplay,Release Date (Descending),tt0072890,968,Dog Day Afternoon,1975-09-21,Academy Awards,34
Academy Award for Best Original Screenplay,Release Date (Descending),tt0071315,829,Chinatown,1974-06-20,Academy Awards,33
Academy Award for Best Original Screenplay,Release Date (Descending),tt0070735,9277,The Sting,1973-12-25,Academy Awards,32
Academy Award for Best Original Screenplay,Release Date (Descending),tt0068334,21711,The Candidate,1972-06-29,Academy Awards,31
Academy Award for Best Original Screenplay,Release Date (Descending),tt0067217,32082,The Hospital,1971-12-14,Academy Awards,30
Academy Award for Best Original Screenplay,Release Date (Descending),tt0066206,11202,Patton,1970-01-25,Academy Awards,29
Academy Award for Best Original Screenplay,Release Date (Descending),tt0064115,642,Butch Cassidy and the Sundance Kid,1969-09-23,Academy Awards,28
Academy Award for Best Original Screenplay,Release Date (Descending),tt0063462,30197,The Producers,1968-03-18,Academy Awards,27
Academy Award for Best Original Screenplay,Release Date (Descending),tt0061735,1879,Guess Who's Coming to Dinner,1967-12-11,Academy Awards,26
Academy Award for Best Original Screenplay,Release Date (Descending),tt0061138,42726,A Man and a Woman,1966-05-27,Academy Awards,25
Academy Award for Best Original Screenplay,Release Date (Descending),tt0059084,24134,Darling,1965-08-03,Academy Awards,24
Academy Award for Best Original Screenplay,Release Date (Descending),tt0058092,30295,Father Goose,1964-12-10,Academy Awards,23
Academy Award for Best Original Screenplay,Release Date (Descending),tt0056085,11897,How the West Was Won,1962-11-02,Academy Awards,22
Academy Award for Best Original Screenplay,Release Date (Descending),tt0055913,20271,Divorce Italian Style,1961-12-20,Academy Awards,21
Academy Award for Best Original Screenplay,Release Date (Descending),tt0055471,28569,Splendor in the Grass,1961-10-10,Academy Awards,20
Academy Award for Best Original Screenplay,Release Date (Descending),tt0053172,4952,Pillow Talk,1959-10-07,Academy Awards,19
Academy Award for Best Original Screenplay,Release Date (Descending),tt0051525,11414,The Defiant Ones,1958-08-14,Academy Awards,18
Academy Award for Best Original Screenplay,Release Date (Descending),tt0050306,33668,Designing Woman,1957-05-16,Academy Awards,17
Academy Award for Best Original Screenplay,Release Date (Descending),tt0048210,43318,Interrupted Melody,1955-05-05,Academy Awards,16
Academy Award for Best Original Screenplay,Release Date (Descending),tt0047296,654,On the Waterfront,1954-06-22,Academy Awards,15
Academy Award for Best Original Screenplay,Release Date (Descending),tt0046435,16535,Titanic,1953-04-11,Academy Awards,14
Academy Award for Best Original Screenplay,Release Date (Descending),tt0044829,32961,The Lavender Hill Mob,1951-06-28,Academy Awards,13
Academy Award for Best Original Screenplay,Release Date (Descending),tt0043278,2769,An American in Paris,1951-09-26,Academy Awards,12
Academy Award for Best Original Screenplay,Release Date (Descending),tt0043014,599,Sunset Boulevard,1950-08-10,Academy Awards,11
Academy Award for Best Original Screenplay,Release Date (Descending),tt0041163,31623,Battleground,1949-11-09,Academy Awards,10
Academy Award for Best Original Screenplay,Release Date (Descending),tt0040897,3090,The Treasure of the Sierra Madre,1948-01-15,Academy Awards,9
Academy Award for Best Original Screenplay,Release Date (Descending),tt0039169,27437,The Bachelor and the Bobby-Soxer,1947-09-01,Academy Awards,8
Academy Award for Best Original Screenplay,Release Date (Descending),tt0038924,43495,The Seventh Veil,1945-10-18,Academy Awards,7
Academy Award for Best Original Screenplay,Release Date (Descending),tt0037899,205685,Marie-Louise,1944-06-18,Academy Awards,6
Academy Award for Best Original Screenplay,Release Date (Descending),tt0037465,84084,Wilson,1944-08-01,Academy Awards,5
Academy Award for Best Original Screenplay,Release Date (Descending),tt0036277,33039,Princess O'Rourke,1943-10-23,Academy Awards,4
Academy Award for Best Original Screenplay,Release Date (Descending),tt0035567,20640,Woman of the Year,1942-02-05,Academy Awards,3
Academy Award for Best Original Screenplay,Release Date (Descending),tt0033467,15,Citizen Kane,1941-04-17,Academy Awards,2
Academy Award for Best Original Screenplay,Release Date (Descending),tt0032554,36495,The Great McGinty,1940-08-01,Academy Awards,1
Movies to Watch on Halloween,Popularity,tt0107688,9479,The Nightmare Before Christmas,1993-10-09,Seasonal,1
Movies to Watch on Halloween,Popularity,tt1142977,62214,Frankenweenie,2012-10-04,Seasonal,2
Movies to Watch on Halloween,Popularity,tt0837562,76492,Hotel Transylvania,2012-09-20,Seasonal,3
Movies to Watch on Halloween,Popularity,tt2510894,159824,Hotel Transylvania 2,2015-09-21,Seasonal,4
Movies to Watch on Halloween,Popularity,tt0162661,2668,Sleepy Hollow,1999-11-19,Seasonal,5
Movies to Watch on Halloween,Popularity,tt1051904,257445,Goosebumps,2015-08-05,Seasonal,6
Movies to Watch on Halloween,Popularity,tt0100944,10166,The Witches,1990-05-25,Seasonal,7
Movies to Watch on Halloween,Popularity,tt0101272,2907,The Addams Family,1991-11-22,Seasonal,8
Movies to Watch on Halloween,Popularity,tt0112642,8839,Casper,1995-05-26,Seasonal,9
Movies to Watch on Halloween,Popularity,tt6644200,447332,A Quiet Place,2018-04-03,Seasonal,10
Movies to Watch on Halloween,Popularity,tt0077651,948,Halloween,1978-10-24,Seasonal,11
Movies to Watch on Halloween,Popularity,tt0082418,9725,Friday the 13th Part 2,1981-05-01,Seasonal,12
Movies to Watch on Halloween,Popularity,tt0087298,9730,Friday the 13th: The Final Chapter,1984-04-13,Seasonal,13
Movies to Watch on Halloween,Popularity,tt5052448,419430,Get Out,2017-02-24,Seasonal,14
Movies to Watch on Halloween,Popularity,tt0365748,747,Shaun of the Dead,2004-04-09,Seasonal,15
Movies to Watch on Halloween,Popularity,tt0298130,565,The Ring,2002-10-18,Seasonal,16
Movies to Watch on Halloween,Popularity,tt0185937,2667,The Blair Witch Project,1999-07-14,Seasonal,17
Movies to Watch on Halloween,Popularity,tt0054215,539,Psycho,1960-06-22,Seasonal,18
Movies to Watch on Halloween,Popularity,tt0081505,694,The Shining,1980-05-23,Seasonal,19
Movies to Watch on Halloween,Popularity,tt0094721,4011,Beetlejuice,1988-03-30,Seasonal,20
Movies to Watch on Halloween,Popularity,tt0107120,10439,Hocus Pocus,1993-07-16,Seasonal,21
Movies to Watch on Halloween,Popularity,tt0117571,4232,Scream,1996-12-20,Seasonal,22
Movies to Watch on Halloween,Popularity,tt0121164,3933,Corpse Bride,2005-09-12,Seasonal,23
Movies to Watch on Halloween,Popularity,tt1396484,346364,It,2017-09-06,Seasonal,24
Movies to Watch on Halloween,Popularity,tt0327597,14836,Coraline,2009-02-05,Seasonal,25
Movies to Watch on Halloween,Popularity,tt0104070,9374,Death Becomes Her,1992-07-30,Seasonal,26
Movies to Watch on Halloween,Popularity,tt0116365,10779,The Frighteners,1996-07-18,Seasonal,27
Movies to Watch on Halloween,Popularity,tt1623288,77174,ParaNorman,2012-08-03,Seasonal,28
Movies to Watch on Halloween,Popularity,tt0082010,814,An American Werewolf in London,1981-08-21,Seasonal,29
Movies to Watch on Halloween,Popularity,tt0089908,13155,Return to Oz,1985-06-21,Seasonal,30
Movies to Watch on Halloween,Popularity,tt0312004,533,Wallace & Gromit: The Curse of the Were-Rabbit,2005-09-04,Seasonal,31
Movies to Watch on Halloween,Popularity,tt0083866,601,E.T. the Extra-Terrestrial,1982-06-11,Seasonal,32
Movies to Watch on Halloween,Popularity,tt0091369,13597,Labyrinth,1986-06-27,Seasonal,33
Movies to Watch on Halloween,Popularity,tt0091419,10776,Little Shop of Horrors,1986-12-19,Seasonal,34
Movies to Watch on Halloween,Popularity,tt0087332,620,Ghostbusters,1984-06-08,Seasonal,35
Movies to Watch on Halloween,Popularity,tt0787474,170687,The Boxtrolls,2014-09-10,Seasonal,36
Movies to Watch on Halloween,Popularity,tt0084516,609,Poltergeist,1982-06-04,Seasonal,37
Movies to Watch on Halloween,Popularity,tt22687790,945729,A Haunting in Venice,2023-09-13,Seasonal,38
Movies to Watch on Halloween,Popularity,tt0093177,9003,Hellraiser,1987-09-11,Seasonal,39
Movies to Watch on Halloween,Popularity,tt0115963,9100,The Craft,1996-05-03,Seasonal,40
Movies to Watch on Halloween,Popularity,tt1695843,616747,Haunted Mansion,2023-07-26,Seasonal,41
Movies to Watch on Halloween,Popularity,tt0338094,10756,The Haunted Mansion,2003-11-26,Seasonal,42
Movies to Watch on Halloween,Popularity,tt14602326,826914,Muppets Haunted Mansion,2021-10-08,Seasonal,43
Movies to Watch on Halloween,Popularity,tt0093560,13509,The Monster Squad,1987-08-14,Seasonal,44
Movies to Watch on Halloween,Popularity,tt0100814,9362,Tremors,1990-01-19,Seasonal,45
Movies to Watch on Halloween,Popularity,tt0385880,9297,Monster House,2006-06-30,Seasonal,46
Movies to Watch on Halloween,Popularity,tt0267913,9637,Scooby-Doo,2002-06-14,Seasonal,47
Movies to Watch on Halloween,Popularity,tt0192255,24100,The Little Vampire,2000-10-27,Seasonal,48
Movies to Watch at Christmas,Popularity,tt0038650,1585,It's a Wonderful Life,1946-12-20,Seasonal,1
Movies to Watch at Christmas,Popularity,tt0095016,562,Die Hard,1988-07-15,Seasonal,2
Movies to Watch at Christmas,Popularity,tt1067106,17979,A Christmas Carol,2009-11-04,Seasonal,3
Movies to Watch at Christmas,Popularity,tt0087056,13189,A Christmas Carol,1984-10-09,Seasonal,4
Movies to Watch at Christmas,Popularity,tt0104940,10437,The Muppet Christmas Carol,1992-12-10,Seasonal,5
Movies to Watch at Christmas,Popularity,tt0087363,927,Gremlins,1984-06-08,Seasonal,6
Movies to Watch at Christmas,Popularity,tt0099785,771,Home Alone,1990-11-16,Seasonal,7
Movies to Watch at Christmas,Popularity,tt0104431,772,Home Alone 2: Lost in New York,1992-11-15,Seasonal,8
Movies to Watch at Christmas,Popularity,tt0097958,5825,National Lampoon's Christmas Vacation,1989-11-30,Seasonal,9
Movies to Watch at Christmas,Popularity,tt0039628,11881,Miracle on 34th Street,1947-06-04,Seasonal,10
Movies to Watch at Christmas,Popularity,tt0319343,10719,Elf,2003-10-09,Seasonal,11
Movies to Watch at Christmas,Popularity,tt0307987,10147,Bad Santa,2003-11-26,Seasonal,12
Movies to Watch at Christmas,Popularity,tt0099487,162,Edward Scissorhands,1990-12-07,Seasonal,13
Movies to Watch at Christmas,Popularity,tt0096061,9647,Scrooged,1988-11-22,Seasonal,14
Movies to Watch at Christmas,Popularity,tt0111070,11395,The Santa Clause,1994-11-11,Seasonal,15
Movies to Watch at Christmas,Popularity,tt0086465,1621,Trading Places,1983-06-07,Seasonal,16
Movies to Watch at Christmas,Popularity,tt0424205,11661,Joyeux Noel,2005-11-09,Seasonal,17
Movies to Watch at Christmas,Popularity,tt0107688,9479,The Nightmare Before Christmas,1993-10-09,Seasonal,18
Movies to Watch at Christmas,Popularity,tt8522006,520172,Happiest Season,2020-11-26,Seasonal,19
Movies to Watch at Christmas,Popularity,tt0037595,13669,Christmas in Connecticut,1945-07-27,Seasonal,20
Movies to Watch at Christmas,Popularity,tt0033045,20334,The Shop Around the Corner,1940-01-12,Seasonal,21
Movies to Watch at Christmas,Popularity,tt0314331,508,Love Actually,2003-09-07,Seasonal,22
Movies to Watch at Christmas,Popularity,tt12003946,899112,Violent Night,2022-11-30,Seasonal,23
Movies to Watch at Christmas,Popularity,tt0338348,5255,The Polar Express,2004-11-10,Seasonal,24
Movies to Watch at Christmas,Popularity,tt14849194,840430,The Holdovers,2023-10-27,Seasonal,25
Movies to Watch at Christmas,Popularity,tt0085334,850,A Christmas Story,1983-11-18,Seasonal,26
Movies to Watch at Christmas,Popularity,tt2990140,527435,The Christmas Chronicles,2018-11-22,Seasonal,27
Movies to Watch at Christmas,Popularity,tt3530002,296100,The Night Before,2015-11-20,Seasonal,28
Movies to Watch at Christmas,Popularity,tt0103776,364,Batman Returns,1992-06-19,Seasonal,29
Movies to Watch at Christmas,Popularity,tt8623904,549053,Last Christmas,2019-11-07,Seasonal,30
Movies to Watch at Christmas,Popularity,tt3850590,287903,Krampus,2015-11-26,Seasonal,31
Movies to Watch at Christmas,Popularity,tt1430607,51052,Arthur Christmas,2011-11-10,Seasonal,32
Movies to Watch at Christmas,Popularity,tt21328106,1022964,Candy Cane Lane,2023-11-29,Seasonal,33
Movies to Watch at Christmas,Popularity,tt0116705,9279,Jingle All the Way,1996-11-21,Seasonal,34
Movies to Watch at Christmas,Popularity,tt0252028,15566,Surviving Christmas,2004-09-21,Seasonal,35
Movies to Watch at Christmas,Popularity,tt0047673,13368,White Christmas,1954-10-14,Seasonal,36
Movies to Watch at Christmas,Popularity,tt0457939,1581,The Holiday,2006-12-08,Seasonal,37
Movies to Watch at Christmas,Popularity,tt5097410,454467,Noelle,2019-11-12,Seasonal,38
Movies to Watch at Christmas,Popularity,tt4729430,508965,Klaus,2019-11-08,Seasonal,39
Movies to Watch at Christmas,Popularity,tt0170016,8871,How the Grinch Stole Christmas,2000-11-17,Seasonal,40
Movies to Watch at Christmas,Popularity,tt2709692,360920,The Grinch,2018-11-08,Seasonal,41
Movies to Watch at Christmas,Popularity,tt0060345,13377,How the Grinch Stole Christmas!,1966-12-18,Seasonal,42
Movies to Watch at Christmas,Popularity,tt0155753,17037,I'll Be Home for Christmas,1998-11-13,Seasonal,43
Movies to Watch at Christmas,Popularity,tt0120663,345,Eyes Wide Shut,1999-07-16,Seasonal,44
Movies to Watch at Christmas,Popularity,tt6433880,461928,Anna and the Apocalypse,2018-11-30,Seasonal,45
Movies to Watch at Christmas,Popularity,tt3281548,331482,Little Women,2019-12-25,Seasonal,46
Movies to Watch at Christmas,Popularity,tt0037059,909,Meet Me in St. Louis,1944-11-28,Seasonal,47
Movies to Watch at Christmas,Popularity,tt10999120,632856,Spirited,2022-11-10,Seasonal,48
Mood Boosters,Popularity,tt0454921,1402,The Pursuit of Happyness,2006-12-14,Moods,1
Mood Boosters,Popularity,tt0211915,194,Amélie,2001-04-25,Moods,2
Mood Boosters,Popularity,tt0109830,13,Forrest Gump,1994-06-23,Moods,3
Mood Boosters,Popularity,tt1675434,77338,The Intouchables,2011-11-02,Moods,4
Mood Boosters,Popularity,tt0449059,773,Little Miss Sunshine,2006-07-26,Moods,5
Mood Boosters,Popularity,tt2278388,120467,The Grand Budapest Hotel,2014-02-26,Moods,6
Mood Boosters,Popularity,tt0332379,1584,School of Rock,2003-10-03,Moods,7
Mood Boosters,Popularity,tt1049413,14160,Up,2009-05-28,Moods,8
Mood Boosters,Popularity,tt4468740,346648,Paddington 2,2017-11-09,Moods,9
Mood Boosters,Popularity,tt3783958,313369,La La Land,2016-11-29,Moods,10
Mood Boosters,Popularity,tt0249462,71,Billy Elliot,2000-09-28,Moods,11
Mood Boosters,Popularity,tt0359950,116745,The Secret Life of Walter Mitty,2013-12-18,Moods,12
Mood Boosters,Popularity,tt3544112,369557,Sing Street,2016-03-11,Moods,13
Mood Boosters,Popularity,tt2883512,212778,Chef,2014-05-08,Moods,14
Mood Boosters,Popularity,tt2980648,228194,The Hundred-Foot Journey,2014-08-06,Moods,15
Mood Boosters,Popularity,tt1135503,24803,Julie & Julia,2009-08-06,Moods,16
Mood Boosters,Popularity,tt0461770,4523,Enchanted,2007-11-20,Moods,17
Mood Boosters,Popularity,tt0093779,2493,The Princess Bride,1987-09-25,Moods,18
Mood Boosters,Popularity,tt0795421,11631,Mamma Mia!,2008-07-03,Moods,19
